step,with High-Degree Zealots_mean_opinion,with High-Degree Zealots_mean_abs_opinion,with High-Degree Zealots_non_zealot_variance,with High-Degree Zealots_cluster_variance,with High-Degree Zealots_negative_count,with High-Degree Zealots_negative_mean,with High-Degree Zealots_positive_count,with High-Degree Zealots_positive_mean,with High-Degree Zealots_polarization_index,with High-Degree Zealots_identity_1_mean_opinion,with High-Degree Zealots_identity_neg1_mean_opinion,with High-Degree Zealots_identity_opinion_difference
221,0.1859,0.4019,0.1524,0.0430,160.5,-0.3269,319.5,0.3957,31.2344,0.2662,0.0510,0.2152
222,0.1859,0.4020,0.1525,0.0430,160.5,-0.3269,319.5,0.3957,31.2344,0.2662,0.0510,0.2152
223,0.1859,0.4020,0.1525,0.0430,160.5,-0.3269,319.5,0.3958,31.2344,0.2662,0.0511,0.2152
224,0.1859,0.4020,0.1525,0.0430,160.5,-0.3269,319.5,0.3958,31.2438,0.2662,0.0511,0.2152
225,0.1859,0.4021,0.1525,0.0430,160.5,-0.3270,319.5,0.3958,31.2438,0.2662,0.0511,0.2151
226,0.1860,0.4021,0.1525,0.0430,160.5,-0.3270,319.5,0.3958,31.2816,0.2662,0.0511,0.2151
227,0.1860,0.4021,0.1525,0.0430,160.5,-0.3270,319.5,0.3959,31.2816,0.2662,0.0512,0.2151
228,0.1860,0.4021,0.1525,0.0430,160.5,-0.3270,319.5,0.3959,31.2768,0.2662,0.0512,0.2151
229,0.1860,0.4021,0.1526,0.0430,160.5,-0.3270,319.5,0.3959,31.2768,0.2662,0.0512,0.2151
230,0.1860,0.4022,0.1526,0.0430,160.5,-0.3270,319.5,0.3960,31.2768,0.2662,0.0512,0.2150
231,0.1860,0.4022,0.1526,0.0430,160.5,-0.3270,319.5,0.3960,31.2607,0.2662,0.0512,0.2150
232,0.1860,0.4022,0.1526,0.0430,160.5,-0.3270,319.5,0.3960,31.2607,0.2662,0.0512,0.2150
233,0.1860,0.4022,0.1526,0.0430,160.5,-0.3271,319.5,0.3960,31.2531,0.2662,0.0513,0.2150
234,0.1860,0.4022,0.1526,0.0430,160.5,-0.3271,319.5,0.3960,31.2685,0.2662,0.0513,0.2150
235,0.1860,0.4022,0.1526,0.0430,160.5,-0.3271,319.5,0.3961,31.2821,0.2662,0.0513,0.2150
236,0.1860,0.4023,0.1526,0.0430,160.5,-0.3271,319.5,0.3961,31.2821,0.2662,0.0513,0.2149
237,0.1861,0.4023,0.1526,0.0430,160.5,-0.3271,319.5,0.3961,31.2821,0.2662,0.0513,0.2149
238,0.1861,0.4023,0.1527,0.0430,160.5,-0.3271,319.5,0.3961,31.2821,0.2662,0.0513,0.2149
239,0.1861,0.4023,0.1527,0.0430,160.5,-0.3271,319.5,0.3961,31.2975,0.2662,0.0513,0.2149
240,0.1861,0.4023,0.1527,0.0430,160.5,-0.3271,319.5,0.3961,31.2975,0.2662,0.0513,0.2149
241,0.1861,0.4023,0.1527,0.0430,160.5,-0.3271,319.5,0.3961,31.2975,0.2662,0.0514,0.2149
242,0.1861,0.4023,0.1527,0.0430,160.5,-0.3271,319.5,0.3962,31.2975,0.2662,0.0514,0.2149
243,0.1861,0.4023,0.1527,0.0430,160.5,-0.3271,319.5,0.3962,31.2975,0.2662,0.0514,0.2149
244,0.1861,0.4023,0.1527,0.0430,160.5,-0.3272,319.5,0.3962,31.2967,0.2662,0.0514,0.2149
245,0.1861,0.4024,0.1527,0.0430,160.5,-0.3272,319.5,0.3962,31.2967,0.2662,0.0514,0.2149
246,0.1861,0.4024,0.1527,0.0430,160.5,-0.3272,319.5,0.3962,31.2967,0.2662,0.0514,0.2148
247,0.1861,0.4024,0.1527,0.0430,160.5,-0.3272,319.5,0.3962,31.2967,0.2662,0.0514,0.2148
248,0.1861,0.4024,0.1527,0.0430,160.5,-0.3272,319.5,0.3962,31.2967,0.2662,0.0514,0.2148
249,0.1861,0.4024,0.1527,0.0430,160.5,-0.3272,319.5,0.3962,31.2967,0.2662,0.0514,0.2148
250,0.1861,0.4024,0.1527,0.0430,160.6,-0.3270,319.4,0.3964,31.2976,0.2662,0.0514,0.2148
251,0.1861,0.4024,0.1527,0.0430,160.6,-0.3270,319.4,0.3964,31.2976,0.2662,0.0514,0.2148
252,0.1861,0.4024,0.1527,0.0430,160.6,-0.3270,319.4,0.3964,31.2976,0.2662,0.0514,0.2148
253,0.1861,0.4024,0.1527,0.0430,160.6,-0.3270,319.4,0.3964,31.2976,0.2662,0.0514,0.2148
254,0.1861,0.4024,0.1528,0.0430,160.6,-0.3270,319.4,0.3964,31.2976,0.2662,0.0514,0.2148
255,0.1861,0.4024,0.1528,0.0430,160.6,-0.3270,319.4,0.3964,31.2976,0.2662,0.0515,0.2148
256,0.1861,0.4024,0.1528,0.0430,160.6,-0.3270,319.4,0.3964,31.2976,0.2662,0.0515,0.2148
257,0.1861,0.4025,0.1528,0.0430,160.6,-0.3270,319.4,0.3964,31.2976,0.2662,0.0515,0.2148
258,0.1861,0.4025,0.1528,0.0430,160.6,-0.3271,319.4,0.3964,31.3214,0.2662,0.0515,0.2148
259,0.1861,0.4025,0.1528,0.0430,160.6,-0.3271,319.4,0.3964,31.3214,0.2662,0.0515,0.2148
260,0.1861,0.4025,0.1528,0.0430,160.6,-0.3271,319.4,0.3964,31.3214,0.2662,0.0515,0.2148
261,0.1861,0.4025,0.1528,0.0430,160.6,-0.3271,319.4,0.3964,31.3214,0.2662,0.0515,0.2148
262,0.1861,0.4025,0.1528,0.0430,160.7,-0.3269,319.3,0.3966,31.3214,0.2662,0.0515,0.2148
263,0.1861,0.4025,0.1528,0.0430,160.7,-0.3269,319.3,0.3966,31.3214,0.2662,0.0515,0.2148
264,0.1861,0.4025,0.1528,0.0430,160.7,-0.3269,319.3,0.3966,31.3214,0.2662,0.0515,0.2148
265,0.1861,0.4025,0.1528,0.0429,160.7,-0.3269,319.3,0.3966,31.3214,0.2662,0.0515,0.2148
266,0.1861,0.4025,0.1528,0.0429,160.7,-0.3269,319.3,0.3966,31.3214,0.2662,0.0515,0.2148
267,0.1861,0.4025,0.1528,0.0429,160.7,-0.3269,319.3,0.3966,31.3214,0.2662,0.0515,0.2148
268,0.1861,0.4025,0.1528,0.0429,160.7,-0.3269,319.3,0.3966,31.3214,0.2662,0.0515,0.2148
269,0.1861,0.4025,0.1528,0.0429,160.7,-0.3269,319.3,0.3966,31.3214,0.2662,0.0515,0.2148
270,0.1861,0.4025,0.1528,0.0429,160.7,-0.3269,319.3,0.3966,31.3214,0.2662,0.0515,0.2148
271,0.1861,0.4025,0.1528,0.0429,160.8,-0.3268,319.2,0.3967,31.3214,0.2662,0.0515,0.2148
272,0.1861,0.4025,0.1528,0.0429,160.8,-0.3268,319.2,0.3967,31.3214,0.2662,0.0515,0.2148
273,0.1861,0.4025,0.1528,0.0429,160.8,-0.3268,319.2,0.3967,31.3214,0.2662,0.0515,0.2148
274,0.1861,0.4025,0.1528,0.0429,160.8,-0.3268,319.2,0.3967,31.3214,0.2662,0.0515,0.2147
275,0.1861,0.4025,0.1528,0.0429,160.8,-0.3268,319.2,0.3967,31.3165,0.2662,0.0515,0.2147
276,0.1861,0.4025,0.1528,0.0429,160.8,-0.3268,319.2,0.3967,31.3212,0.2662,0.0515,0.2147
277,0.1861,0.4025,0.1528,0.0429,160.8,-0.3268,319.2,0.3967,31.3212,0.2662,0.0515,0.2147
278,0.1861,0.4025,0.1528,0.0429,160.8,-0.3268,319.2,0.3967,31.3212,0.2662,0.0515,0.2147
279,0.1861,0.4025,0.1528,0.0429,160.8,-0.3268,319.2,0.3967,31.3212,0.2662,0.0515,0.2147
280,0.1861,0.4025,0.1528,0.0429,160.8,-0.3268,319.2,0.3967,31.3212,0.2662,0.0515,0.2147
281,0.1861,0.4025,0.1528,0.0429,160.8,-0.3268,319.2,0.3967,31.3212,0.2662,0.0515,0.2147
282,0.1861,0.4025,0.1528,0.0429,160.9,-0.3266,319.1,0.3969,31.3212,0.2662,0.0515,0.2147
283,0.1861,0.4025,0.1528,0.0429,160.9,-0.3267,319.1,0.3969,31.3212,0.2662,0.0515,0.2147
284,0.1861,0.4025,0.1528,0.0429,160.9,-0.3267,319.1,0.3969,31.3212,0.2662,0.0515,0.2148
285,0.1861,0.4025,0.1528,0.0429,160.9,-0.3267,319.1,0.3969,31.3212,0.2662,0.0515,0.2148
286,0.1861,0.4025,0.1528,0.0429,160.9,-0.3267,319.1,0.3969,31.3212,0.2662,0.0514,0.2148
287,0.1861,0.4026,0.1528,0.0429,160.9,-0.3267,319.1,0.3969,31.3212,0.2662,0.0514,0.2148
288,0.1861,0.4026,0.1528,0.0429,160.9,-0.3267,319.1,0.3969,31.3422,0.2662,0.0514,0.2148
289,0.1861,0.4026,0.1528,0.0429,160.9,-0.3267,319.1,0.3969,31.3660,0.2662,0.0514,0.2148
290,0.1861,0.4026,0.1528,0.0429,160.9,-0.3267,319.1,0.3969,31.3660,0.2662,0.0514,0.2148
291,0.1861,0.4026,0.1528,0.0429,160.9,-0.3267,319.1,0.3969,31.3660,0.2662,0.0514,0.2148
292,0.1861,0.4026,0.1528,0.0429,160.9,-0.3267,319.1,0.3969,31.3660,0.2662,0.0514,0.2148
293,0.1861,0.4026,0.1528,0.0429,160.9,-0.3267,319.1,0.3969,31.3660,0.2662,0.0514,0.2148
294,0.1861,0.4026,0.1528,0.0429,160.9,-0.3267,319.1,0.3969,31.3660,0.2662,0.0514,0.2148
295,0.1861,0.4026,0.1528,0.0429,160.9,-0.3268,319.1,0.3969,31.3660,0.2662,0.0514,0.2148
296,0.1861,0.4026,0.1528,0.0429,160.9,-0.3268,319.1,0.3969,31.3660,0.2662,0.0514,0.2148
297,0.1861,0.4026,0.1528,0.0429,160.9,-0.3268,319.1,0.3969,31.3660,0.2662,0.0514,0.2148
298,0.1861,0.4026,0.1528,0.0429,160.9,-0.3268,319.1,0.3969,31.3660,0.2662,0.0514,0.2148
299,0.1861,0.4026,0.1528,0.0429,160.9,-0.3268,319.1,0.3969,31.3660,0.2662,0.0514,0.2148
