step,community_0,community_1,community_2,community_3,community_4,community_5,community_6,community_7,community_8,community_9,community_12,community_14,community_16,community_17,community_22,community_23,community_24,community_26,community_33,community_34,community_37,community_41,community_42,community_43,community_45,community_54,community_68
100,0.0104,0.0146,0.0290,0.0201,0.0183,0.0201,0.0035,0.0006,0.0166,0.0221,0.0011,0.0035,0.0042,0.0127,0.0051,0.0352,0.0020,0.0001,0.0032,0.0065,0.0097,0.0057,0.0159,0.0158,0.0180,0.0292,0.0049
101,0.0104,0.0147,0.0290,0.0201,0.0183,0.0201,0.0036,0.0006,0.0166,0.0224,0.0012,0.0036,0.0042,0.0127,0.0051,0.0352,0.0021,0.0001,0.0033,0.0065,0.0097,0.0057,0.0159,0.0157,0.0183,0.0294,0.0049
102,0.0103,0.0148,0.0290,0.0201,0.0183,0.0201,0.0036,0.0007,0.0166,0.0228,0.0012,0.0037,0.0042,0.0127,0.0051,0.0353,0.0021,0.0001,0.0034,0.0065,0.0097,0.0057,0.0159,0.0157,0.0186,0.0296,0.0050
103,0.0102,0.0149,0.0289,0.0201,0.0183,0.0200,0.0036,0.0007,0.0166,0.0231,0.0013,0.0037,0.0042,0.0127,0.0051,0.0353,0.0021,0.0002,0.0035,0.0065,0.0097,0.0057,0.0158,0.0157,0.0190,0.0297,0.0050
104,0.0101,0.0150,0.0289,0.0201,0.0183,0.0200,0.0036,0.0007,0.0166,0.0234,0.0013,0.0038,0.0042,0.0127,0.0051,0.0353,0.0021,0.0002,0.0036,0.0065,0.0096,0.0057,0.0158,0.0156,0.0193,0.0299,0.0051
105,0.0101,0.0151,0.0289,0.0201,0.0183,0.0200,0.0037,0.0007,0.0166,0.0237,0.0014,0.0038,0.0042,0.0127,0.0051,0.0353,0.0021,0.0002,0.0037,0.0065,0.0096,0.0057,0.0158,0.0156,0.0195,0.0300,0.0051
106,0.0100,0.0151,0.0288,0.0201,0.0183,0.0200,0.0037,0.0007,0.0166,0.0240,0.0015,0.0039,0.0043,0.0127,0.0051,0.0353,0.0021,0.0002,0.0038,0.0065,0.0096,0.0057,0.0158,0.0156,0.0198,0.0301,0.0052
107,0.0099,0.0152,0.0288,0.0201,0.0183,0.0199,0.0037,0.0007,0.0166,0.0242,0.0015,0.0039,0.0043,0.0127,0.0051,0.0353,0.0021,0.0002,0.0039,0.0064,0.0096,0.0057,0.0157,0.0155,0.0201,0.0303,0.0052
108,0.0099,0.0153,0.0288,0.0201,0.0184,0.0199,0.0037,0.0007,0.0167,0.0244,0.0016,0.0040,0.0043,0.0127,0.0051,0.0353,0.0021,0.0002,0.0040,0.0064,0.0095,0.0058,0.0157,0.0155,0.0203,0.0304,0.0052
109,0.0098,0.0154,0.0288,0.0201,0.0184,0.0199,0.0038,0.0007,0.0167,0.0247,0.0017,0.0040,0.0043,0.0127,0.0051,0.0353,0.0021,0.0002,0.0041,0.0064,0.0095,0.0058,0.0157,0.0155,0.0206,0.0305,0.0053
110,0.0097,0.0154,0.0288,0.0201,0.0184,0.0199,0.0038,0.0007,0.0167,0.0248,0.0017,0.0041,0.0043,0.0127,0.0051,0.0353,0.0021,0.0002,0.0042,0.0064,0.0095,0.0058,0.0157,0.0155,0.0208,0.0306,0.0053
111,0.0097,0.0155,0.0287,0.0201,0.0184,0.0199,0.0038,0.0007,0.0167,0.0250,0.0018,0.0042,0.0043,0.0127,0.0051,0.0352,0.0021,0.0002,0.0043,0.0064,0.0095,0.0058,0.0156,0.0154,0.0211,0.0307,0.0054
112,0.0096,0.0156,0.0287,0.0201,0.0184,0.0198,0.0038,0.0007,0.0167,0.0252,0.0019,0.0042,0.0043,0.0127,0.0052,0.0352,0.0022,0.0002,0.0044,0.0064,0.0095,0.0058,0.0156,0.0154,0.0213,0.0308,0.0054
113,0.0096,0.0156,0.0287,0.0202,0.0184,0.0198,0.0038,0.0007,0.0167,0.0253,0.0019,0.0043,0.0043,0.0127,0.0052,0.0352,0.0022,0.0002,0.0044,0.0064,0.0094,0.0058,0.0156,0.0154,0.0215,0.0309,0.0055
114,0.0095,0.0157,0.0287,0.0202,0.0184,0.0198,0.0039,0.0007,0.0167,0.0255,0.0020,0.0043,0.0043,0.0127,0.0052,0.0351,0.0022,0.0002,0.0045,0.0064,0.0094,0.0058,0.0156,0.0153,0.0217,0.0310,0.0055
115,0.0095,0.0158,0.0286,0.0202,0.0184,0.0198,0.0039,0.0007,0.0167,0.0256,0.0021,0.0044,0.0043,0.0127,0.0052,0.0351,0.0022,0.0002,0.0046,0.0064,0.0094,0.0058,0.0155,0.0153,0.0219,0.0310,0.0055
116,0.0094,0.0158,0.0286,0.0202,0.0184,0.0198,0.0039,0.0007,0.0167,0.0257,0.0022,0.0044,0.0043,0.0127,0.0052,0.0351,0.0022,0.0002,0.0047,0.0064,0.0094,0.0059,0.0155,0.0153,0.0221,0.0311,0.0056
117,0.0094,0.0159,0.0286,0.0202,0.0184,0.0197,0.0039,0.0007,0.0167,0.0258,0.0022,0.0045,0.0043,0.0127,0.0052,0.0350,0.0022,0.0002,0.0048,0.0064,0.0094,0.0059,0.0155,0.0152,0.0223,0.0312,0.0056
118,0.0093,0.0160,0.0286,0.0202,0.0184,0.0197,0.0039,0.0007,0.0167,0.0259,0.0023,0.0045,0.0044,0.0127,0.0052,0.0350,0.0022,0.0002,0.0049,0.0063,0.0093,0.0059,0.0155,0.0152,0.0225,0.0312,0.0057
119,0.0093,0.0160,0.0286,0.0202,0.0184,0.0197,0.0040,0.0007,0.0167,0.0259,0.0024,0.0046,0.0044,0.0127,0.0052,0.0349,0.0022,0.0002,0.0050,0.0063,0.0093,0.0059,0.0155,0.0152,0.0227,0.0313,0.0057
120,0.0092,0.0161,0.0286,0.0202,0.0184,0.0197,0.0040,0.0007,0.0167,0.0260,0.0025,0.0046,0.0044,0.0127,0.0052,0.0349,0.0022,0.0002,0.0051,0.0063,0.0093,0.0059,0.0155,0.0151,0.0228,0.0313,0.0057
121,0.0092,0.0161,0.0285,0.0202,0.0184,0.0197,0.0040,0.0008,0.0167,0.0260,0.0025,0.0046,0.0044,0.0127,0.0052,0.0348,0.0022,0.0002,0.0052,0.0063,0.0093,0.0059,0.0154,0.0151,0.0230,0.0314,0.0058
122,0.0091,0.0162,0.0285,0.0202,0.0185,0.0197,0.0040,0.0008,0.0167,0.0261,0.0026,0.0047,0.0044,0.0127,0.0052,0.0347,0.0023,0.0002,0.0052,0.0063,0.0093,0.0059,0.0154,0.0151,0.0231,0.0314,0.0058
123,0.0091,0.0163,0.0285,0.0202,0.0185,0.0196,0.0040,0.0008,0.0167,0.0261,0.0027,0.0047,0.0044,0.0127,0.0052,0.0347,0.0023,0.0002,0.0053,0.0063,0.0092,0.0059,0.0154,0.0151,0.0233,0.0315,0.0059
124,0.0090,0.0163,0.0285,0.0202,0.0185,0.0196,0.0040,0.0008,0.0167,0.0261,0.0028,0.0048,0.0044,0.0127,0.0052,0.0346,0.0023,0.0002,0.0054,0.0063,0.0092,0.0060,0.0154,0.0150,0.0234,0.0315,0.0059
125,0.0090,0.0164,0.0285,0.0202,0.0185,0.0196,0.0040,0.0008,0.0167,0.0261,0.0028,0.0048,0.0044,0.0127,0.0052,0.0346,0.0023,0.0002,0.0055,0.0063,0.0092,0.0060,0.0154,0.0150,0.0236,0.0316,0.0059
126,0.0090,0.0164,0.0285,0.0202,0.0185,0.0196,0.0041,0.0008,0.0167,0.0262,0.0029,0.0049,0.0044,0.0127,0.0052,0.0345,0.0023,0.0002,0.0056,0.0063,0.0092,0.0060,0.0154,0.0150,0.0237,0.0316,0.0060
127,0.0089,0.0165,0.0284,0.0202,0.0185,0.0196,0.0041,0.0008,0.0167,0.0262,0.0030,0.0049,0.0044,0.0127,0.0052,0.0345,0.0023,0.0002,0.0057,0.0063,0.0092,0.0060,0.0153,0.0150,0.0238,0.0316,0.0060
128,0.0089,0.0165,0.0284,0.0202,0.0185,0.0196,0.0041,0.0008,0.0167,0.0262,0.0031,0.0050,0.0044,0.0127,0.0052,0.0344,0.0023,0.0002,0.0057,0.0063,0.0091,0.0060,0.0153,0.0149,0.0239,0.0317,0.0061
129,0.0089,0.0165,0.0284,0.0202,0.0185,0.0196,0.0041,0.0008,0.0168,0.0261,0.0031,0.0050,0.0044,0.0127,0.0052,0.0344,0.0023,0.0002,0.0058,0.0063,0.0091,0.0060,0.0153,0.0149,0.0240,0.0317,0.0061
130,0.0088,0.0166,0.0284,0.0202,0.0185,0.0195,0.0041,0.0008,0.0168,0.0261,0.0032,0.0050,0.0044,0.0127,0.0052,0.0343,0.0023,0.0002,0.0059,0.0062,0.0091,0.0060,0.0153,0.0149,0.0241,0.0317,0.0061
131,0.0088,0.0166,0.0284,0.0202,0.0185,0.0195,0.0041,0.0008,0.0168,0.0261,0.0033,0.0051,0.0044,0.0127,0.0052,0.0342,0.0024,0.0002,0.0060,0.0062,0.0091,0.0060,0.0153,0.0148,0.0242,0.0318,0.0062
132,0.0088,0.0167,0.0284,0.0202,0.0185,0.0195,0.0041,0.0008,0.0168,0.0261,0.0033,0.0051,0.0044,0.0127,0.0052,0.0342,0.0024,0.0002,0.0060,0.0062,0.0091,0.0060,0.0153,0.0148,0.0243,0.0318,0.0062
133,0.0088,0.0167,0.0284,0.0202,0.0185,0.0195,0.0041,0.0008,0.0168,0.0261,0.0034,0.0052,0.0045,0.0127,0.0052,0.0341,0.0024,0.0002,0.0061,0.0062,0.0091,0.0061,0.0153,0.0148,0.0244,0.0318,0.0062
134,0.0087,0.0168,0.0284,0.0202,0.0185,0.0195,0.0041,0.0008,0.0168,0.0261,0.0035,0.0052,0.0045,0.0127,0.0052,0.0341,0.0024,0.0002,0.0062,0.0062,0.0090,0.0061,0.0153,0.0148,0.0245,0.0318,0.0063
135,0.0087,0.0168,0.0283,0.0202,0.0185,0.0195,0.0041,0.0008,0.0168,0.0260,0.0036,0.0052,0.0045,0.0127,0.0052,0.0340,0.0024,0.0002,0.0062,0.0062,0.0090,0.0061,0.0152,0.0147,0.0246,0.0318,0.0063
136,0.0087,0.0168,0.0283,0.0202,0.0185,0.0195,0.0042,0.0008,0.0168,0.0260,0.0036,0.0053,0.0045,0.0127,0.0052,0.0340,0.0024,0.0002,0.0063,0.0062,0.0090,0.0061,0.0152,0.0147,0.0246,0.0319,0.0063
137,0.0087,0.0169,0.0283,0.0202,0.0185,0.0195,0.0042,0.0008,0.0168,0.0260,0.0037,0.0053,0.0045,0.0127,0.0052,0.0339,0.0024,0.0002,0.0064,0.0062,0.0090,0.0061,0.0152,0.0147,0.0247,0.0319,0.0064
138,0.0087,0.0169,0.0283,0.0202,0.0185,0.0195,0.0042,0.0008,0.0168,0.0259,0.0038,0.0054,0.0045,0.0127,0.0052,0.0339,0.0024,0.0002,0.0064,0.0062,0.0090,0.0061,0.0152,0.0147,0.0248,0.0319,0.0064
139,0.0086,0.0169,0.0283,0.0202,0.0185,0.0194,0.0042,0.0008,0.0168,0.0259,0.0038,0.0054,0.0045,0.0127,0.0052,0.0338,0.0025,0.0002,0.0065,0.0062,0.0090,0.0061,0.0152,0.0147,0.0248,0.0319,0.0064
140,0.0086,0.0170,0.0283,0.0202,0.0185,0.0194,0.0042,0.0008,0.0168,0.0259,0.0039,0.0055,0.0045,0.0127,0.0052,0.0338,0.0025,0.0002,0.0066,0.0062,0.0089,0.0061,0.0152,0.0146,0.0249,0.0319,0.0065
141,0.0086,0.0170,0.0283,0.0202,0.0185,0.0194,0.0042,0.0008,0.0168,0.0258,0.0040,0.0055,0.0045,0.0127,0.0052,0.0337,0.0025,0.0002,0.0066,0.0062,0.0089,0.0061,0.0152,0.0146,0.0249,0.0319,0.0065
142,0.0086,0.0170,0.0283,0.0202,0.0185,0.0194,0.0042,0.0008,0.0168,0.0258,0.0040,0.0055,0.0045,0.0127,0.0052,0.0337,0.0025,0.0002,0.0067,0.0062,0.0089,0.0061,0.0152,0.0146,0.0250,0.0319,0.0065
143,0.0086,0.0171,0.0283,0.0202,0.0185,0.0194,0.0042,0.0008,0.0168,0.0258,0.0041,0.0056,0.0045,0.0127,0.0052,0.0336,0.0025,0.0002,0.0068,0.0062,0.0089,0.0062,0.0152,0.0146,0.0250,0.0320,0.0066
144,0.0085,0.0171,0.0283,0.0202,0.0185,0.0194,0.0042,0.0008,0.0168,0.0257,0.0042,0.0056,0.0045,0.0127,0.0052,0.0336,0.0025,0.0002,0.0068,0.0062,0.0089,0.0062,0.0152,0.0145,0.0251,0.0320,0.0066
145,0.0085,0.0171,0.0282,0.0202,0.0185,0.0194,0.0042,0.0008,0.0168,0.0257,0.0042,0.0057,0.0045,0.0127,0.0052,0.0335,0.0025,0.0002,0.0069,0.0061,0.0089,0.0062,0.0152,0.0145,0.0251,0.0320,0.0066
146,0.0085,0.0171,0.0282,0.0202,0.0185,0.0194,0.0042,0.0008,0.0168,0.0256,0.0043,0.0057,0.0045,0.0127,0.0052,0.0335,0.0026,0.0002,0.0069,0.0061,0.0089,0.0062,0.0152,0.0145,0.0252,0.0320,0.0067
147,0.0085,0.0172,0.0282,0.0202,0.0185,0.0194,0.0042,0.0008,0.0168,0.0256,0.0043,0.0057,0.0045,0.0127,0.0052,0.0335,0.0026,0.0002,0.0070,0.0061,0.0088,0.0062,0.0152,0.0145,0.0252,0.0320,0.0067
148,0.0085,0.0172,0.0282,0.0202,0.0185,0.0194,0.0042,0.0008,0.0168,0.0256,0.0044,0.0058,0.0045,0.0127,0.0052,0.0334,0.0026,0.0002,0.0070,0.0061,0.0088,0.0062,0.0151,0.0145,0.0252,0.0320,0.0067
149,0.0085,0.0172,0.0282,0.0202,0.0185,0.0194,0.0042,0.0008,0.0168,0.0255,0.0045,0.0058,0.0045,0.0127,0.0052,0.0334,0.0026,0.0002,0.0071,0.0061,0.0088,0.0062,0.0151,0.0144,0.0253,0.0320,0.0067
150,0.0085,0.0172,0.0282,0.0202,0.0185,0.0193,0.0042,0.0008,0.0168,0.0255,0.0045,0.0059,0.0045,0.0127,0.0052,0.0333,0.0026,0.0002,0.0071,0.0061,0.0088,0.0062,0.0151,0.0144,0.0253,0.0320,0.0068
151,0.0084,0.0173,0.0282,0.0202,0.0185,0.0193,0.0042,0.0008,0.0168,0.0254,0.0046,0.0059,0.0045,0.0127,0.0052,0.0333,0.0026,0.0002,0.0072,0.0061,0.0088,0.0062,0.0151,0.0144,0.0253,0.0320,0.0068
152,0.0084,0.0173,0.0282,0.0202,0.0185,0.0193,0.0043,0.0008,0.0168,0.0254,0.0046,0.0059,0.0046,0.0127,0.0052,0.0333,0.0026,0.0002,0.0072,0.0061,0.0088,0.0062,0.0151,0.0144,0.0254,0.0320,0.0068
153,0.0084,0.0173,0.0282,0.0202,0.0185,0.0193,0.0043,0.0009,0.0168,0.0254,0.0047,0.0060,0.0046,0.0127,0.0052,0.0332,0.0027,0.0002,0.0073,0.0061,0.0088,0.0062,0.0151,0.0144,0.0254,0.0320,0.0069
154,0.0084,0.0173,0.0282,0.0202,0.0186,0.0193,0.0043,0.0009,0.0168,0.0253,0.0047,0.0060,0.0046,0.0127,0.0052,0.0332,0.0027,0.0002,0.0073,0.0061,0.0087,0.0062,0.0151,0.0144,0.0254,0.0320,0.0069
155,0.0084,0.0173,0.0282,0.0202,0.0186,0.0193,0.0043,0.0009,0.0168,0.0253,0.0048,0.0061,0.0046,0.0127,0.0052,0.0332,0.0027,0.0002,0.0074,0.0061,0.0087,0.0063,0.0151,0.0143,0.0254,0.0320,0.0069
156,0.0084,0.0174,0.0282,0.0202,0.0186,0.0193,0.0043,0.0009,0.0168,0.0253,0.0048,0.0061,0.0046,0.0127,0.0052,0.0331,0.0027,0.0002,0.0074,0.0061,0.0087,0.0063,0.0151,0.0143,0.0254,0.0320,0.0069
157,0.0084,0.0174,0.0282,0.0202,0.0186,0.0193,0.0043,0.0009,0.0168,0.0252,0.0049,0.0062,0.0046,0.0127,0.0052,0.0331,0.0027,0.0002,0.0075,0.0061,0.0087,0.0063,0.0151,0.0143,0.0255,0.0320,0.0070
158,0.0084,0.0174,0.0282,0.0202,0.0186,0.0193,0.0043,0.0009,0.0168,0.0252,0.0049,0.0062,0.0046,0.0127,0.0052,0.0331,0.0027,0.0002,0.0075,0.0061,0.0087,0.0063,0.0151,0.0143,0.0255,0.0320,0.0070
159,0.0084,0.0174,0.0282,0.0202,0.0186,0.0193,0.0043,0.0009,0.0168,0.0252,0.0050,0.0062,0.0046,0.0127,0.0052,0.0330,0.0028,0.0002,0.0075,0.0061,0.0087,0.0063,0.0151,0.0143,0.0255,0.0320,0.0070
160,0.0084,0.0174,0.0281,0.0202,0.0186,0.0193,0.0043,0.0009,0.0168,0.0251,0.0050,0.0063,0.0046,0.0127,0.0052,0.0330,0.0028,0.0002,0.0076,0.0061,0.0087,0.0063,0.0151,0.0143,0.0255,0.0320,0.0070
161,0.0084,0.0174,0.0281,0.0202,0.0186,0.0193,0.0043,0.0009,0.0168,0.0251,0.0051,0.0063,0.0046,0.0127,0.0052,0.0330,0.0028,0.0002,0.0076,0.0061,0.0086,0.0063,0.0151,0.0142,0.0255,0.0320,0.0071
162,0.0084,0.0175,0.0281,0.0202,0.0186,0.0193,0.0043,0.0009,0.0168,0.0251,0.0051,0.0064,0.0046,0.0127,0.0052,0.0329,0.0028,0.0002,0.0077,0.0061,0.0086,0.0063,0.0151,0.0142,0.0255,0.0320,0.0071
163,0.0083,0.0175,0.0281,0.0202,0.0186,0.0193,0.0043,0.0009,0.0168,0.0250,0.0052,0.0064,0.0046,0.0127,0.0052,0.0329,0.0028,0.0002,0.0077,0.0060,0.0086,0.0063,0.0151,0.0142,0.0255,0.0320,0.0071
164,0.0083,0.0175,0.0281,0.0202,0.0186,0.0193,0.0043,0.0009,0.0168,0.0250,0.0052,0.0065,0.0046,0.0127,0.0052,0.0329,0.0028,0.0002,0.0077,0.0060,0.0086,0.0063,0.0151,0.0142,0.0256,0.0320,0.0071
165,0.0083,0.0175,0.0281,0.0202,0.0186,0.0193,0.0043,0.0009,0.0168,0.0250,0.0053,0.0065,0.0046,0.0127,0.0052,0.0329,0.0029,0.0002,0.0078,0.0060,0.0086,0.0063,0.0151,0.0142,0.0256,0.0320,0.0072
166,0.0083,0.0175,0.0281,0.0202,0.0186,0.0193,0.0043,0.0009,0.0168,0.0250,0.0053,0.0066,0.0046,0.0127,0.0052,0.0328,0.0029,0.0002,0.0078,0.0060,0.0086,0.0063,0.0151,0.0142,0.0256,0.0320,0.0072
167,0.0083,0.0175,0.0281,0.0202,0.0186,0.0193,0.0043,0.0009,0.0168,0.0249,0.0053,0.0066,0.0046,0.0127,0.0052,0.0328,0.0029,0.0002,0.0079,0.0060,0.0086,0.0063,0.0151,0.0142,0.0256,0.0320,0.0072
168,0.0083,0.0175,0.0281,0.0202,0.0186,0.0192,0.0043,0.0009,0.0168,0.0249,0.0054,0.0067,0.0046,0.0127,0.0052,0.0328,0.0029,0.0002,0.0079,0.0060,0.0086,0.0064,0.0151,0.0141,0.0256,0.0320,0.0072
169,0.0083,0.0176,0.0281,0.0202,0.0186,0.0192,0.0043,0.0009,0.0168,0.0249,0.0054,0.0067,0.0046,0.0127,0.0052,0.0328,0.0029,0.0002,0.0079,0.0060,0.0086,0.0064,0.0151,0.0141,0.0256,0.0320,0.0072
170,0.0083,0.0176,0.0281,0.0202,0.0186,0.0192,0.0043,0.0009,0.0168,0.0249,0.0055,0.0068,0.0046,0.0127,0.0052,0.0327,0.0030,0.0002,0.0080,0.0060,0.0085,0.0064,0.0151,0.0141,0.0256,0.0320,0.0073
171,0.0083,0.0176,0.0281,0.0202,0.0186,0.0192,0.0043,0.0009,0.0168,0.0248,0.0055,0.0068,0.0046,0.0127,0.0052,0.0327,0.0030,0.0002,0.0080,0.0060,0.0085,0.0064,0.0151,0.0141,0.0256,0.0320,0.0073
172,0.0083,0.0176,0.0281,0.0202,0.0186,0.0192,0.0043,0.0009,0.0168,0.0248,0.0055,0.0069,0.0046,0.0127,0.0052,0.0327,0.0030,0.0002,0.0080,0.0060,0.0085,0.0064,0.0151,0.0141,0.0256,0.0320,0.0073
173,0.0083,0.0176,0.0281,0.0202,0.0186,0.0192,0.0043,0.0009,0.0168,0.0248,0.0056,0.0069,0.0046,0.0127,0.0052,0.0327,0.0030,0.0002,0.0080,0.0060,0.0085,0.0064,0.0151,0.0141,0.0256,0.0320,0.0073
174,0.0083,0.0176,0.0281,0.0202,0.0186,0.0192,0.0043,0.0009,0.0168,0.0248,0.0056,0.0070,0.0046,0.0127,0.0052,0.0327,0.0030,0.0002,0.0081,0.0060,0.0085,0.0064,0.0151,0.0141,0.0256,0.0320,0.0073
175,0.0083,0.0176,0.0281,0.0202,0.0186,0.0192,0.0043,0.0009,0.0168,0.0247,0.0056,0.0070,0.0047,0.0127,0.0052,0.0326,0.0031,0.0002,0.0081,0.0060,0.0085,0.0064,0.0151,0.0141,0.0256,0.0320,0.0074
176,0.0083,0.0176,0.0281,0.0202,0.0186,0.0192,0.0043,0.0009,0.0168,0.0247,0.0057,0.0071,0.0047,0.0127,0.0052,0.0326,0.0031,0.0002,0.0081,0.0060,0.0085,0.0064,0.0151,0.0140,0.0256,0.0320,0.0074
177,0.0083,0.0176,0.0281,0.0202,0.0186,0.0192,0.0043,0.0009,0.0168,0.0247,0.0057,0.0072,0.0047,0.0127,0.0052,0.0326,0.0031,0.0002,0.0082,0.0060,0.0085,0.0064,0.0151,0.0140,0.0256,0.0320,0.0074
178,0.0083,0.0176,0.0281,0.0202,0.0186,0.0192,0.0043,0.0009,0.0168,0.0247,0.0057,0.0072,0.0047,0.0127,0.0052,0.0326,0.0031,0.0002,0.0082,0.0060,0.0085,0.0064,0.0151,0.0140,0.0256,0.0320,0.0074
179,0.0083,0.0177,0.0281,0.0202,0.0186,0.0192,0.0043,0.0009,0.0168,0.0247,0.0058,0.0073,0.0047,0.0127,0.0052,0.0326,0.0031,0.0002,0.0082,0.0060,0.0084,0.0064,0.0151,0.0140,0.0256,0.0320,0.0074
180,0.0083,0.0177,0.0281,0.0202,0.0186,0.0192,0.0043,0.0009,0.0168,0.0247,0.0058,0.0073,0.0047,0.0127,0.0052,0.0326,0.0032,0.0002,0.0082,0.0060,0.0084,0.0064,0.0151,0.0140,0.0256,0.0320,0.0074
181,0.0083,0.0177,0.0281,0.0202,0.0186,0.0192,0.0043,0.0009,0.0168,0.0246,0.0058,0.0074,0.0047,0.0127,0.0052,0.0325,0.0032,0.0002,0.0083,0.0060,0.0084,0.0064,0.0151,0.0140,0.0256,0.0320,0.0075
182,0.0083,0.0177,0.0281,0.0202,0.0186,0.0192,0.0043,0.0009,0.0168,0.0246,0.0058,0.0075,0.0047,0.0127,0.0052,0.0325,0.0032,0.0002,0.0083,0.0060,0.0084,0.0064,0.0151,0.0140,0.0256,0.0320,0.0075
183,0.0083,0.0177,0.0281,0.0202,0.0186,0.0192,0.0043,0.0009,0.0168,0.0246,0.0059,0.0075,0.0047,0.0127,0.0052,0.0325,0.0032,0.0002,0.0083,0.0060,0.0084,0.0064,0.0151,0.0140,0.0256,0.0320,0.0075
184,0.0083,0.0177,0.0281,0.0202,0.0186,0.0192,0.0043,0.0009,0.0168,0.0246,0.0059,0.0076,0.0047,0.0127,0.0052,0.0325,0.0033,0.0002,0.0083,0.0060,0.0084,0.0065,0.0151,0.0140,0.0256,0.0320,0.0075
185,0.0083,0.0177,0.0281,0.0202,0.0186,0.0192,0.0043,0.0009,0.0168,0.0246,0.0059,0.0077,0.0047,0.0127,0.0052,0.0325,0.0033,0.0002,0.0084,0.0060,0.0084,0.0065,0.0151,0.0140,0.0256,0.0321,0.0075
186,0.0083,0.0177,0.0281,0.0203,0.0186,0.0192,0.0043,0.0009,0.0168,0.0246,0.0059,0.0077,0.0047,0.0127,0.0052,0.0325,0.0033,0.0002,0.0084,0.0060,0.0084,0.0065,0.0152,0.0139,0.0256,0.0321,0.0075
187,0.0083,0.0177,0.0281,0.0203,0.0186,0.0192,0.0043,0.0009,0.0168,0.0246,0.0060,0.0078,0.0047,0.0127,0.0052,0.0325,0.0033,0.0002,0.0084,0.0060,0.0084,0.0065,0.0152,0.0139,0.0256,0.0321,0.0075
188,0.0083,0.0177,0.0281,0.0203,0.0186,0.0192,0.0043,0.0009,0.0168,0.0245,0.0060,0.0079,0.0047,0.0127,0.0052,0.0324,0.0033,0.0002,0.0084,0.0059,0.0084,0.0065,0.0152,0.0139,0.0256,0.0321,0.0076
189,0.0083,0.0177,0.0281,0.0203,0.0186,0.0192,0.0043,0.0009,0.0168,0.0245,0.0060,0.0079,0.0047,0.0127,0.0052,0.0324,0.0034,0.0002,0.0085,0.0059,0.0084,0.0065,0.0152,0.0139,0.0256,0.0321,0.0076
190,0.0083,0.0177,0.0281,0.0203,0.0186,0.0192,0.0043,0.0009,0.0168,0.0245,0.0060,0.0080,0.0047,0.0127,0.0052,0.0324,0.0034,0.0002,0.0085,0.0059,0.0083,0.0065,0.0152,0.0139,0.0256,0.0321,0.0076
191,0.0083,0.0177,0.0281,0.0203,0.0186,0.0192,0.0043,0.0009,0.0168,0.0245,0.0061,0.0081,0.0047,0.0127,0.0052,0.0324,0.0034,0.0002,0.0085,0.0059,0.0083,0.0065,0.0152,0.0139,0.0256,0.0321,0.0076
192,0.0083,0.0177,0.0281,0.0203,0.0186,0.0192,0.0043,0.0009,0.0168,0.0245,0.0061,0.0082,0.0047,0.0127,0.0052,0.0324,0.0034,0.0002,0.0085,0.0059,0.0083,0.0065,0.0152,0.0139,0.0256,0.0321,0.0076
193,0.0083,0.0177,0.0280,0.0203,0.0186,0.0192,0.0043,0.0009,0.0168,0.0245,0.0061,0.0083,0.0047,0.0127,0.0052,0.0324,0.0035,0.0002,0.0085,0.0059,0.0083,0.0065,0.0152,0.0139,0.0256,0.0321,0.0076
194,0.0083,0.0178,0.0280,0.0203,0.0186,0.0192,0.0043,0.0009,0.0168,0.0245,0.0061,0.0083,0.0047,0.0127,0.0052,0.0324,0.0035,0.0002,0.0086,0.0059,0.0083,0.0065,0.0152,0.0139,0.0256,0.0321,0.0076
195,0.0082,0.0178,0.0280,0.0203,0.0186,0.0192,0.0043,0.0009,0.0168,0.0245,0.0061,0.0084,0.0047,0.0127,0.0052,0.0324,0.0035,0.0002,0.0086,0.0059,0.0083,0.0065,0.0152,0.0139,0.0256,0.0321,0.0076
196,0.0082,0.0178,0.0280,0.0203,0.0186,0.0192,0.0043,0.0009,0.0168,0.0245,0.0062,0.0085,0.0047,0.0127,0.0052,0.0324,0.0035,0.0002,0.0086,0.0059,0.0083,0.0065,0.0152,0.0139,0.0256,0.0321,0.0077
197,0.0082,0.0178,0.0280,0.0203,0.0186,0.0192,0.0043,0.0009,0.0168,0.0244,0.0062,0.0086,0.0047,0.0127,0.0052,0.0324,0.0036,0.0002,0.0086,0.0059,0.0083,0.0065,0.0152,0.0139,0.0256,0.0321,0.0077
198,0.0082,0.0178,0.0280,0.0203,0.0186,0.0192,0.0043,0.0009,0.0168,0.0244,0.0062,0.0087,0.0047,0.0127,0.0052,0.0323,0.0036,0.0002,0.0086,0.0059,0.0083,0.0065,0.0152,0.0139,0.0256,0.0321,0.0077
199,0.0082,0.0178,0.0280,0.0203,0.0186,0.0192,0.0044,0.0009,0.0168,0.0244,0.0062,0.0088,0.0047,0.0127,0.0051,0.0323,0.0036,0.0002,0.0087,0.0059,0.0083,0.0065,0.0152,0.0138,0.0256,0.0321,0.0077
200,0.0082,0.0178,0.0280,0.0203,0.0186,0.0192,0.0044,0.0009,0.0168,0.0244,0.0062,0.0089,0.0047,0.0127,0.0051,0.0323,0.0036,0.0002,0.0087,0.0059,0.0083,0.0065,0.0152,0.0138,0.0256,0.0321,0.0077
