step,community_0,community_1,community_2,community_3,community_4,community_5,community_6,community_7,community_8,community_10,community_11,community_12,community_20,community_21,community_23,community_32,community_37,community_38,community_57
142,0.0070,0.0035,0.0132,0.0041,0.0079,0.0046,0.0223,0.0314,0.0109,0.0052,0.0145,0.0077,0.0266,0.0152,0.0282,0.0036,0.0051,0.0286,0.0031
143,0.0071,0.0035,0.0133,0.0041,0.0081,0.0047,0.0226,0.0316,0.0112,0.0053,0.0147,0.0078,0.0268,0.0152,0.0283,0.0037,0.0052,0.0289,0.0032
144,0.0071,0.0036,0.0135,0.0042,0.0082,0.0047,0.0229,0.0318,0.0114,0.0054,0.0149,0.0079,0.0269,0.0152,0.0284,0.0038,0.0053,0.0292,0.0032
145,0.0072,0.0036,0.0136,0.0042,0.0083,0.0048,0.0231,0.0320,0.0117,0.0056,0.0151,0.0080,0.0271,0.0152,0.0285,0.0038,0.0053,0.0295,0.0033
146,0.0072,0.0036,0.0137,0.0042,0.0084,0.0048,0.0234,0.0322,0.0119,0.0057,0.0154,0.0081,0.0273,0.0152,0.0286,0.0039,0.0054,0.0298,0.0034
147,0.0073,0.0037,0.0139,0.0043,0.0085,0.0048,0.0236,0.0324,0.0121,0.0058,0.0156,0.0082,0.0274,0.0152,0.0287,0.0040,0.0055,0.0301,0.0035
148,0.0074,0.0037,0.0140,0.0043,0.0087,0.0049,0.0239,0.0326,0.0124,0.0059,0.0158,0.0083,0.0276,0.0152,0.0287,0.0040,0.0055,0.0303,0.0035
149,0.0074,0.0037,0.0141,0.0043,0.0088,0.0049,0.0241,0.0328,0.0126,0.0060,0.0160,0.0084,0.0277,0.0152,0.0288,0.0041,0.0056,0.0306,0.0036
150,0.0075,0.0038,0.0142,0.0044,0.0089,0.0050,0.0244,0.0330,0.0128,0.0061,0.0162,0.0085,0.0279,0.0152,0.0288,0.0042,0.0057,0.0308,0.0037
151,0.0076,0.0038,0.0144,0.0044,0.0090,0.0050,0.0246,0.0331,0.0131,0.0062,0.0165,0.0086,0.0280,0.0151,0.0289,0.0042,0.0057,0.0310,0.0038
152,0.0077,0.0038,0.0145,0.0044,0.0091,0.0051,0.0249,0.0333,0.0133,0.0063,0.0167,0.0087,0.0281,0.0151,0.0289,0.0043,0.0058,0.0312,0.0038
153,0.0078,0.0038,0.0146,0.0045,0.0092,0.0051,0.0251,0.0334,0.0136,0.0064,0.0169,0.0088,0.0282,0.0151,0.0290,0.0044,0.0059,0.0314,0.0039
154,0.0078,0.0039,0.0147,0.0045,0.0093,0.0052,0.0254,0.0336,0.0138,0.0065,0.0171,0.0089,0.0283,0.0151,0.0290,0.0044,0.0059,0.0316,0.0040
155,0.0079,0.0039,0.0149,0.0045,0.0095,0.0052,0.0256,0.0337,0.0141,0.0066,0.0173,0.0090,0.0284,0.0151,0.0290,0.0045,0.0060,0.0318,0.0040
156,0.0080,0.0039,0.0150,0.0046,0.0096,0.0053,0.0258,0.0338,0.0143,0.0067,0.0175,0.0091,0.0285,0.0151,0.0290,0.0045,0.0061,0.0320,0.0041
157,0.0081,0.0040,0.0151,0.0046,0.0097,0.0054,0.0261,0.0340,0.0145,0.0069,0.0177,0.0092,0.0286,0.0151,0.0290,0.0046,0.0061,0.0322,0.0042
158,0.0082,0.0040,0.0152,0.0046,0.0098,0.0054,0.0263,0.0341,0.0148,0.0070,0.0179,0.0093,0.0287,0.0151,0.0291,0.0047,0.0062,0.0323,0.0042
159,0.0083,0.0040,0.0153,0.0047,0.0099,0.0055,0.0265,0.0342,0.0150,0.0071,0.0181,0.0094,0.0288,0.0151,0.0291,0.0047,0.0062,0.0325,0.0043
160,0.0084,0.0040,0.0155,0.0047,0.0100,0.0055,0.0267,0.0343,0.0153,0.0072,0.0183,0.0095,0.0288,0.0151,0.0291,0.0048,0.0063,0.0326,0.0044
161,0.0085,0.0041,0.0156,0.0047,0.0101,0.0056,0.0269,0.0344,0.0155,0.0073,0.0185,0.0096,0.0289,0.0151,0.0291,0.0048,0.0064,0.0328,0.0044
162,0.0086,0.0041,0.0157,0.0047,0.0102,0.0056,0.0271,0.0345,0.0157,0.0074,0.0187,0.0097,0.0289,0.0151,0.0291,0.0049,0.0064,0.0329,0.0045
163,0.0087,0.0041,0.0158,0.0048,0.0103,0.0057,0.0274,0.0346,0.0160,0.0075,0.0189,0.0098,0.0290,0.0151,0.0291,0.0049,0.0065,0.0330,0.0046
164,0.0088,0.0041,0.0159,0.0048,0.0104,0.0058,0.0276,0.0347,0.0162,0.0076,0.0191,0.0098,0.0290,0.0151,0.0291,0.0050,0.0066,0.0331,0.0046
165,0.0089,0.0042,0.0160,0.0048,0.0105,0.0058,0.0278,0.0347,0.0165,0.0077,0.0193,0.0099,0.0291,0.0151,0.0291,0.0051,0.0066,0.0332,0.0047
166,0.0090,0.0042,0.0161,0.0049,0.0106,0.0059,0.0279,0.0348,0.0167,0.0078,0.0195,0.0100,0.0291,0.0151,0.0290,0.0051,0.0067,0.0333,0.0048
167,0.0091,0.0042,0.0162,0.0049,0.0107,0.0059,0.0281,0.0349,0.0169,0.0079,0.0197,0.0101,0.0292,0.0151,0.0290,0.0052,0.0067,0.0334,0.0048
168,0.0092,0.0042,0.0164,0.0049,0.0108,0.0060,0.0283,0.0350,0.0172,0.0080,0.0198,0.0102,0.0292,0.0151,0.0290,0.0052,0.0068,0.0335,0.0049
169,0.0093,0.0042,0.0165,0.0050,0.0109,0.0061,0.0285,0.0350,0.0174,0.0081,0.0200,0.0103,0.0292,0.0151,0.0290,0.0053,0.0069,0.0336,0.0049
170,0.0094,0.0043,0.0166,0.0050,0.0110,0.0061,0.0287,0.0351,0.0176,0.0082,0.0202,0.0104,0.0292,0.0151,0.0290,0.0053,0.0069,0.0337,0.0050
171,0.0096,0.0043,0.0167,0.0050,0.0111,0.0062,0.0289,0.0351,0.0178,0.0083,0.0204,0.0105,0.0293,0.0151,0.0290,0.0054,0.0070,0.0338,0.0051
172,0.0097,0.0043,0.0168,0.0051,0.0112,0.0063,0.0290,0.0352,0.0181,0.0084,0.0205,0.0105,0.0293,0.0151,0.0290,0.0054,0.0070,0.0339,0.0051
173,0.0098,0.0043,0.0169,0.0051,0.0113,0.0063,0.0292,0.0352,0.0183,0.0085,0.0207,0.0106,0.0293,0.0151,0.0289,0.0055,0.0071,0.0339,0.0052
174,0.0099,0.0043,0.0170,0.0051,0.0114,0.0064,0.0294,0.0353,0.0185,0.0086,0.0209,0.0107,0.0293,0.0151,0.0289,0.0055,0.0072,0.0340,0.0052
175,0.0100,0.0044,0.0171,0.0051,0.0115,0.0064,0.0295,0.0353,0.0187,0.0087,0.0210,0.0108,0.0293,0.0151,0.0289,0.0055,0.0072,0.0341,0.0053
176,0.0102,0.0044,0.0172,0.0052,0.0116,0.0065,0.0297,0.0354,0.0190,0.0088,0.0212,0.0109,0.0293,0.0151,0.0289,0.0056,0.0073,0.0341,0.0053
177,0.0103,0.0044,0.0173,0.0052,0.0117,0.0066,0.0298,0.0354,0.0192,0.0089,0.0213,0.0109,0.0294,0.0151,0.0288,0.0056,0.0073,0.0342,0.0054
178,0.0104,0.0044,0.0174,0.0052,0.0118,0.0067,0.0300,0.0355,0.0194,0.0090,0.0215,0.0110,0.0294,0.0151,0.0288,0.0057,0.0074,0.0342,0.0054
179,0.0105,0.0044,0.0175,0.0053,0.0118,0.0067,0.0301,0.0355,0.0196,0.0090,0.0216,0.0111,0.0294,0.0151,0.0288,0.0057,0.0074,0.0343,0.0055
180,0.0107,0.0045,0.0176,0.0053,0.0119,0.0068,0.0302,0.0355,0.0198,0.0091,0.0218,0.0112,0.0294,0.0151,0.0288,0.0058,0.0075,0.0343,0.0055
181,0.0108,0.0045,0.0177,0.0053,0.0120,0.0069,0.0304,0.0356,0.0200,0.0092,0.0219,0.0112,0.0294,0.0151,0.0288,0.0058,0.0075,0.0343,0.0056
182,0.0109,0.0045,0.0177,0.0053,0.0121,0.0069,0.0305,0.0356,0.0202,0.0093,0.0221,0.0113,0.0294,0.0151,0.0287,0.0058,0.0076,0.0344,0.0056
183,0.0111,0.0045,0.0178,0.0054,0.0122,0.0070,0.0306,0.0356,0.0204,0.0094,0.0222,0.0114,0.0294,0.0151,0.0287,0.0059,0.0077,0.0344,0.0057
184,0.0112,0.0045,0.0179,0.0054,0.0123,0.0071,0.0308,0.0356,0.0206,0.0095,0.0223,0.0114,0.0294,0.0151,0.0287,0.0059,0.0077,0.0345,0.0057
185,0.0113,0.0045,0.0180,0.0054,0.0123,0.0071,0.0309,0.0357,0.0208,0.0096,0.0225,0.0115,0.0294,0.0151,0.0287,0.0059,0.0078,0.0345,0.0058
186,0.0114,0.0046,0.0181,0.0054,0.0124,0.0072,0.0310,0.0357,0.0210,0.0097,0.0226,0.0116,0.0294,0.0151,0.0286,0.0060,0.0078,0.0345,0.0058
187,0.0116,0.0046,0.0182,0.0055,0.0125,0.0073,0.0311,0.0357,0.0212,0.0098,0.0227,0.0117,0.0294,0.0151,0.0286,0.0060,0.0079,0.0345,0.0059
188,0.0117,0.0046,0.0183,0.0055,0.0126,0.0074,0.0312,0.0357,0.0214,0.0098,0.0229,0.0117,0.0294,0.0151,0.0286,0.0061,0.0079,0.0346,0.0059
189,0.0118,0.0046,0.0183,0.0055,0.0127,0.0074,0.0313,0.0357,0.0216,0.0099,0.0230,0.0118,0.0293,0.0151,0.0286,0.0061,0.0080,0.0346,0.0060
190,0.0120,0.0046,0.0184,0.0056,0.0127,0.0075,0.0314,0.0358,0.0217,0.0100,0.0231,0.0118,0.0293,0.0151,0.0286,0.0061,0.0080,0.0346,0.0060
191,0.0121,0.0046,0.0185,0.0056,0.0128,0.0076,0.0315,0.0358,0.0219,0.0101,0.0232,0.0119,0.0293,0.0151,0.0285,0.0062,0.0081,0.0346,0.0061
192,0.0122,0.0046,0.0186,0.0056,0.0129,0.0077,0.0316,0.0358,0.0221,0.0102,0.0233,0.0120,0.0293,0.0151,0.0285,0.0062,0.0081,0.0346,0.0061
193,0.0124,0.0046,0.0187,0.0056,0.0130,0.0077,0.0317,0.0358,0.0223,0.0103,0.0234,0.0120,0.0293,0.0151,0.0285,0.0062,0.0082,0.0347,0.0061
194,0.0125,0.0047,0.0187,0.0057,0.0130,0.0078,0.0318,0.0358,0.0224,0.0103,0.0235,0.0121,0.0293,0.0151,0.0285,0.0062,0.0082,0.0347,0.0062
195,0.0126,0.0047,0.0188,0.0057,0.0131,0.0079,0.0319,0.0358,0.0226,0.0104,0.0237,0.0122,0.0293,0.0151,0.0284,0.0063,0.0083,0.0347,0.0062
196,0.0127,0.0047,0.0189,0.0057,0.0132,0.0080,0.0320,0.0358,0.0228,0.0105,0.0238,0.0122,0.0293,0.0151,0.0284,0.0063,0.0083,0.0347,0.0063
197,0.0129,0.0047,0.0190,0.0057,0.0133,0.0080,0.0321,0.0358,0.0229,0.0106,0.0239,0.0123,0.0293,0.0151,0.0284,0.0063,0.0083,0.0347,0.0063
198,0.0130,0.0047,0.0190,0.0058,0.0133,0.0081,0.0322,0.0358,0.0231,0.0107,0.0240,0.0123,0.0293,0.0151,0.0284,0.0064,0.0084,0.0347,0.0063
199,0.0131,0.0047,0.0191,0.0058,0.0134,0.0082,0.0322,0.0359,0.0233,0.0107,0.0240,0.0124,0.0292,0.0151,0.0284,0.0064,0.0084,0.0347,0.0064
200,0.0132,0.0047,0.0192,0.0058,0.0135,0.0083,0.0323,0.0359,0.0234,0.0108,0.0241,0.0124,0.0292,0.0151,0.0284,0.0064,0.0085,0.0347,0.0064
201,0.0134,0.0047,0.0192,0.0058,0.0135,0.0084,0.0324,0.0359,0.0236,0.0109,0.0242,0.0125,0.0292,0.0151,0.0283,0.0064,0.0085,0.0347,0.0065
202,0.0135,0.0047,0.0193,0.0059,0.0136,0.0084,0.0324,0.0359,0.0237,0.0110,0.0243,0.0125,0.0292,0.0151,0.0283,0.0065,0.0086,0.0347,0.0065
203,0.0136,0.0048,0.0194,0.0059,0.0137,0.0085,0.0325,0.0359,0.0239,0.0110,0.0244,0.0126,0.0292,0.0151,0.0283,0.0065,0.0086,0.0348,0.0065
204,0.0137,0.0048,0.0194,0.0059,0.0137,0.0086,0.0326,0.0359,0.0240,0.0111,0.0245,0.0126,0.0292,0.0151,0.0283,0.0065,0.0087,0.0348,0.0066
205,0.0138,0.0048,0.0195,0.0059,0.0138,0.0087,0.0326,0.0359,0.0241,0.0112,0.0246,0.0127,0.0292,0.0151,0.0283,0.0065,0.0087,0.0348,0.0066
206,0.0140,0.0048,0.0195,0.0060,0.0139,0.0087,0.0327,0.0359,0.0243,0.0112,0.0246,0.0127,0.0292,0.0151,0.0282,0.0066,0.0087,0.0348,0.0066
207,0.0141,0.0048,0.0196,0.0060,0.0139,0.0088,0.0328,0.0359,0.0244,0.0113,0.0247,0.0128,0.0292,0.0151,0.0282,0.0066,0.0088,0.0348,0.0067
208,0.0142,0.0048,0.0197,0.0060,0.0140,0.0089,0.0328,0.0359,0.0245,0.0114,0.0248,0.0128,0.0291,0.0151,0.0282,0.0066,0.0088,0.0348,0.0067
209,0.0143,0.0048,0.0197,0.0060,0.0141,0.0090,0.0329,0.0359,0.0247,0.0115,0.0249,0.0129,0.0291,0.0151,0.0282,0.0066,0.0089,0.0348,0.0067
210,0.0144,0.0048,0.0198,0.0061,0.0141,0.0091,0.0329,0.0359,0.0248,0.0115,0.0249,0.0129,0.0291,0.0151,0.0282,0.0066,0.0089,0.0348,0.0068
211,0.0145,0.0048,0.0198,0.0061,0.0142,0.0091,0.0330,0.0359,0.0249,0.0116,0.0250,0.0130,0.0291,0.0151,0.0282,0.0067,0.0089,0.0348,0.0068
212,0.0146,0.0048,0.0199,0.0061,0.0142,0.0092,0.0330,0.0359,0.0250,0.0117,0.0251,0.0130,0.0291,0.0151,0.0282,0.0067,0.0090,0.0348,0.0068
213,0.0148,0.0048,0.0199,0.0061,0.0143,0.0093,0.0331,0.0359,0.0252,0.0117,0.0251,0.0130,0.0291,0.0151,0.0281,0.0067,0.0090,0.0348,0.0068
214,0.0149,0.0048,0.0200,0.0061,0.0144,0.0094,0.0331,0.0359,0.0253,0.0118,0.0252,0.0131,0.0291,0.0151,0.0281,0.0067,0.0091,0.0348,0.0069
215,0.0150,0.0049,0.0200,0.0062,0.0144,0.0095,0.0331,0.0359,0.0254,0.0118,0.0253,0.0131,0.0291,0.0151,0.0281,0.0067,0.0091,0.0348,0.0069
216,0.0151,0.0049,0.0201,0.0062,0.0145,0.0095,0.0332,0.0359,0.0255,0.0119,0.0253,0.0132,0.0290,0.0151,0.0281,0.0068,0.0091,0.0348,0.0069
217,0.0152,0.0049,0.0201,0.0062,0.0145,0.0096,0.0332,0.0359,0.0256,0.0120,0.0254,0.0132,0.0290,0.0151,0.0281,0.0068,0.0092,0.0348,0.0070
218,0.0153,0.0049,0.0202,0.0062,0.0146,0.0097,0.0333,0.0359,0.0257,0.0120,0.0254,0.0132,0.0290,0.0151,0.0281,0.0068,0.0092,0.0348,0.0070
219,0.0154,0.0049,0.0202,0.0063,0.0146,0.0098,0.0333,0.0359,0.0258,0.0121,0.0255,0.0133,0.0290,0.0151,0.0281,0.0068,0.0092,0.0348,0.0070
220,0.0155,0.0049,0.0203,0.0063,0.0147,0.0098,0.0333,0.0359,0.0259,0.0122,0.0255,0.0133,0.0290,0.0151,0.0281,0.0068,0.0093,0.0348,0.0070
221,0.0156,0.0049,0.0203,0.0063,0.0147,0.0099,0.0333,0.0359,0.0260,0.0122,0.0256,0.0134,0.0290,0.0151,0.0281,0.0068,0.0093,0.0348,0.0071
222,0.0157,0.0049,0.0204,0.0063,0.0148,0.0100,0.0334,0.0359,0.0261,0.0123,0.0256,0.0134,0.0290,0.0151,0.0280,0.0069,0.0093,0.0348,0.0071
223,0.0158,0.0049,0.0204,0.0064,0.0148,0.0101,0.0334,0.0359,0.0262,0.0123,0.0257,0.0134,0.0290,0.0151,0.0280,0.0069,0.0094,0.0348,0.0071
224,0.0159,0.0049,0.0204,0.0064,0.0149,0.0102,0.0334,0.0359,0.0263,0.0124,0.0257,0.0135,0.0290,0.0151,0.0280,0.0069,0.0094,0.0348,0.0071
225,0.0159,0.0049,0.0205,0.0064,0.0149,0.0102,0.0335,0.0359,0.0264,0.0124,0.0257,0.0135,0.0289,0.0151,0.0280,0.0069,0.0094,0.0348,0.0072
226,0.0160,0.0049,0.0205,0.0064,0.0150,0.0103,0.0335,0.0359,0.0265,0.0125,0.0258,0.0135,0.0289,0.0151,0.0280,0.0069,0.0095,0.0348,0.0072
227,0.0161,0.0049,0.0206,0.0065,0.0150,0.0104,0.0335,0.0359,0.0266,0.0125,0.0258,0.0136,0.0289,0.0151,0.0280,0.0069,0.0095,0.0348,0.0072
228,0.0162,0.0049,0.0206,0.0065,0.0151,0.0105,0.0335,0.0359,0.0266,0.0126,0.0259,0.0136,0.0289,0.0151,0.0280,0.0070,0.0095,0.0348,0.0072
229,0.0163,0.0049,0.0206,0.0065,0.0151,0.0105,0.0336,0.0359,0.0267,0.0127,0.0259,0.0136,0.0289,0.0151,0.0280,0.0070,0.0096,0.0348,0.0073
230,0.0164,0.0049,0.0207,0.0065,0.0152,0.0106,0.0336,0.0359,0.0268,0.0127,0.0259,0.0137,0.0289,0.0151,0.0280,0.0070,0.0096,0.0348,0.0073
231,0.0165,0.0049,0.0207,0.0066,0.0152,0.0107,0.0336,0.0359,0.0269,0.0128,0.0260,0.0137,0.0289,0.0151,0.0280,0.0070,0.0096,0.0348,0.0073
232,0.0165,0.0049,0.0207,0.0066,0.0153,0.0108,0.0336,0.0359,0.0270,0.0128,0.0260,0.0137,0.0289,0.0151,0.0280,0.0070,0.0097,0.0348,0.0073
233,0.0166,0.0050,0.0208,0.0066,0.0153,0.0108,0.0336,0.0359,0.0270,0.0129,0.0260,0.0137,0.0289,0.0151,0.0280,0.0070,0.0097,0.0348,0.0074
234,0.0167,0.0050,0.0208,0.0066,0.0154,0.0109,0.0336,0.0359,0.0271,0.0129,0.0261,0.0138,0.0289,0.0151,0.0280,0.0070,0.0097,0.0347,0.0074
235,0.0168,0.0050,0.0208,0.0067,0.0154,0.0110,0.0337,0.0359,0.0272,0.0130,0.0261,0.0138,0.0288,0.0151,0.0279,0.0070,0.0098,0.0347,0.0074
236,0.0168,0.0050,0.0209,0.0067,0.0154,0.0111,0.0337,0.0359,0.0272,0.0130,0.0261,0.0138,0.0288,0.0151,0.0279,0.0071,0.0098,0.0347,0.0074
237,0.0169,0.0050,0.0209,0.0067,0.0155,0.0111,0.0337,0.0359,0.0273,0.0131,0.0261,0.0139,0.0288,0.0151,0.0279,0.0071,0.0098,0.0347,0.0074
238,0.0170,0.0050,0.0209,0.0068,0.0155,0.0112,0.0337,0.0359,0.0274,0.0131,0.0262,0.0139,0.0288,0.0151,0.0279,0.0071,0.0098,0.0347,0.0075
239,0.0170,0.0050,0.0210,0.0068,0.0156,0.0113,0.0337,0.0359,0.0274,0.0131,0.0262,0.0139,0.0288,0.0151,0.0279,0.0071,0.0099,0.0347,0.0075
240,0.0171,0.0050,0.0210,0.0068,0.0156,0.0114,0.0337,0.0359,0.0275,0.0132,0.0262,0.0139,0.0288,0.0151,0.0279,0.0071,0.0099,0.0347,0.0075
241,0.0172,0.0050,0.0210,0.0068,0.0156,0.0114,0.0337,0.0359,0.0276,0.0132,0.0262,0.0140,0.0288,0.0151,0.0279,0.0071,0.0099,0.0347,0.0075
242,0.0172,0.0050,0.0211,0.0069,0.0157,0.0115,0.0337,0.0359,0.0276,0.0133,0.0262,0.0140,0.0288,0.0151,0.0279,0.0071,0.0099,0.0347,0.0075
243,0.0173,0.0050,0.0211,0.0069,0.0157,0.0116,0.0337,0.0359,0.0277,0.0133,0.0263,0.0140,0.0288,0.0151,0.0279,0.0071,0.0100,0.0347,0.0075
244,0.0174,0.0050,0.0211,0.0069,0.0158,0.0116,0.0338,0.0359,0.0277,0.0134,0.0263,0.0140,0.0288,0.0151,0.0279,0.0071,0.0100,0.0347,0.0076
245,0.0174,0.0050,0.0211,0.0069,0.0158,0.0117,0.0338,0.0359,0.0278,0.0134,0.0263,0.0140,0.0288,0.0151,0.0279,0.0072,0.0100,0.0347,0.0076
246,0.0175,0.0050,0.0212,0.0070,0.0158,0.0118,0.0338,0.0359,0.0278,0.0134,0.0263,0.0141,0.0288,0.0151,0.0279,0.0072,0.0101,0.0347,0.0076
247,0.0175,0.0050,0.0212,0.0070,0.0159,0.0119,0.0338,0.0359,0.0279,0.0135,0.0263,0.0141,0.0288,0.0151,0.0279,0.0072,0.0101,0.0347,0.0076
248,0.0176,0.0050,0.0212,0.0070,0.0159,0.0119,0.0338,0.0359,0.0279,0.0135,0.0263,0.0141,0.0287,0.0151,0.0279,0.0072,0.0101,0.0347,0.0076
249,0.0177,0.0050,0.0212,0.0071,0.0159,0.0120,0.0338,0.0359,0.0280,0.0136,0.0264,0.0141,0.0287,0.0151,0.0279,0.0072,0.0101,0.0347,0.0076
250,0.0177,0.0050,0.0213,0.0071,0.0160,0.0121,0.0338,0.0359,0.0280,0.0136,0.0264,0.0142,0.0287,0.0151,0.0279,0.0072,0.0102,0.0347,0.0077
251,0.0178,0.0050,0.0213,0.0071,0.0160,0.0121,0.0338,0.0359,0.0281,0.0136,0.0264,0.0142,0.0287,0.0151,0.0279,0.0072,0.0102,0.0347,0.0077
252,0.0178,0.0050,0.0213,0.0071,0.0160,0.0122,0.0338,0.0359,0.0281,0.0137,0.0264,0.0142,0.0287,0.0151,0.0279,0.0072,0.0102,0.0347,0.0077
253,0.0179,0.0050,0.0213,0.0072,0.0161,0.0123,0.0338,0.0359,0.0282,0.0137,0.0264,0.0142,0.0287,0.0151,0.0279,0.0072,0.0102,0.0347,0.0077
254,0.0179,0.0050,0.0213,0.0072,0.0161,0.0123,0.0338,0.0359,0.0282,0.0138,0.0264,0.0142,0.0287,0.0151,0.0279,0.0072,0.0102,0.0347,0.0077
255,0.0180,0.0050,0.0214,0.0072,0.0161,0.0124,0.0338,0.0359,0.0283,0.0138,0.0264,0.0142,0.0287,0.0151,0.0279,0.0072,0.0103,0.0347,0.0077
256,0.0180,0.0050,0.0214,0.0073,0.0162,0.0124,0.0338,0.0359,0.0283,0.0138,0.0264,0.0143,0.0287,0.0151,0.0279,0.0073,0.0103,0.0347,0.0078
257,0.0181,0.0050,0.0214,0.0073,0.0162,0.0125,0.0338,0.0359,0.0283,0.0139,0.0264,0.0143,0.0287,0.0151,0.0279,0.0073,0.0103,0.0347,0.0078
258,0.0181,0.0050,0.0214,0.0073,0.0162,0.0126,0.0338,0.0359,0.0284,0.0139,0.0265,0.0143,0.0287,0.0151,0.0279,0.0073,0.0103,0.0347,0.0078
259,0.0181,0.0050,0.0214,0.0073,0.0163,0.0126,0.0338,0.0359,0.0284,0.0139,0.0265,0.0143,0.0287,0.0151,0.0278,0.0073,0.0104,0.0347,0.0078
260,0.0182,0.0050,0.0215,0.0074,0.0163,0.0127,0.0338,0.0359,0.0285,0.0140,0.0265,0.0143,0.0287,0.0151,0.0278,0.0073,0.0104,0.0347,0.0078
261,0.0182,0.0050,0.0215,0.0074,0.0163,0.0128,0.0338,0.0359,0.0285,0.0140,0.0265,0.0144,0.0287,0.0151,0.0278,0.0073,0.0104,0.0347,0.0078
262,0.0183,0.0050,0.0215,0.0074,0.0164,0.0128,0.0338,0.0359,0.0285,0.0140,0.0265,0.0144,0.0287,0.0151,0.0278,0.0073,0.0104,0.0347,0.0078
263,0.0183,0.0050,0.0215,0.0075,0.0164,0.0129,0.0338,0.0359,0.0286,0.0141,0.0265,0.0144,0.0287,0.0151,0.0278,0.0073,0.0104,0.0347,0.0078
264,0.0184,0.0050,0.0215,0.0075,0.0164,0.0129,0.0338,0.0359,0.0286,0.0141,0.0265,0.0144,0.0287,0.0151,0.0278,0.0073,0.0105,0.0347,0.0079
265,0.0184,0.0050,0.0215,0.0075,0.0164,0.0130,0.0338,0.0359,0.0286,0.0141,0.0265,0.0144,0.0287,0.0151,0.0278,0.0073,0.0105,0.0347,0.0079
266,0.0184,0.0050,0.0216,0.0075,0.0165,0.0131,0.0338,0.0359,0.0287,0.0142,0.0265,0.0144,0.0286,0.0151,0.0278,0.0073,0.0105,0.0347,0.0079
267,0.0185,0.0050,0.0216,0.0076,0.0165,0.0131,0.0338,0.0359,0.0287,0.0142,0.0265,0.0144,0.0286,0.0151,0.0278,0.0074,0.0105,0.0347,0.0079
268,0.0185,0.0050,0.0216,0.0076,0.0165,0.0132,0.0338,0.0359,0.0287,0.0142,0.0265,0.0145,0.0286,0.0151,0.0278,0.0074,0.0105,0.0347,0.0079
269,0.0185,0.0051,0.0216,0.0076,0.0165,0.0132,0.0338,0.0359,0.0287,0.0142,0.0265,0.0145,0.0286,0.0151,0.0278,0.0074,0.0106,0.0347,0.0079
270,0.0186,0.0051,0.0216,0.0077,0.0166,0.0133,0.0338,0.0359,0.0288,0.0143,0.0265,0.0145,0.0286,0.0151,0.0278,0.0074,0.0106,0.0347,0.0079
271,0.0186,0.0051,0.0216,0.0077,0.0166,0.0133,0.0338,0.0359,0.0288,0.0143,0.0265,0.0145,0.0286,0.0151,0.0278,0.0074,0.0106,0.0347,0.0079
272,0.0186,0.0051,0.0217,0.0077,0.0166,0.0134,0.0338,0.0359,0.0288,0.0143,0.0265,0.0145,0.0286,0.0151,0.0278,0.0074,0.0106,0.0347,0.0080
273,0.0187,0.0051,0.0217,0.0078,0.0166,0.0134,0.0338,0.0359,0.0289,0.0144,0.0265,0.0145,0.0286,0.0151,0.0278,0.0074,0.0106,0.0347,0.0080
274,0.0187,0.0051,0.0217,0.0078,0.0167,0.0135,0.0338,0.0359,0.0289,0.0144,0.0265,0.0145,0.0286,0.0151,0.0278,0.0074,0.0107,0.0347,0.0080
275,0.0187,0.0051,0.0217,0.0078,0.0167,0.0136,0.0338,0.0359,0.0289,0.0144,0.0265,0.0145,0.0286,0.0151,0.0278,0.0074,0.0107,0.0347,0.0080
276,0.0188,0.0051,0.0217,0.0079,0.0167,0.0136,0.0338,0.0359,0.0289,0.0144,0.0265,0.0146,0.0286,0.0151,0.0278,0.0074,0.0107,0.0347,0.0080
277,0.0188,0.0051,0.0217,0.0079,0.0167,0.0137,0.0338,0.0359,0.0289,0.0145,0.0265,0.0146,0.0286,0.0151,0.0278,0.0074,0.0107,0.0347,0.0080
278,0.0188,0.0051,0.0217,0.0079,0.0168,0.0137,0.0338,0.0359,0.0290,0.0145,0.0265,0.0146,0.0286,0.0151,0.0278,0.0074,0.0107,0.0347,0.0080
279,0.0188,0.0051,0.0217,0.0080,0.0168,0.0138,0.0338,0.0359,0.0290,0.0145,0.0265,0.0146,0.0286,0.0151,0.0278,0.0074,0.0107,0.0347,0.0080
280,0.0189,0.0051,0.0218,0.0080,0.0168,0.0138,0.0338,0.0359,0.0290,0.0145,0.0265,0.0146,0.0286,0.0151,0.0278,0.0075,0.0108,0.0347,0.0080
281,0.0189,0.0051,0.0218,0.0080,0.0168,0.0139,0.0338,0.0359,0.0290,0.0146,0.0265,0.0146,0.0286,0.0151,0.0278,0.0075,0.0108,0.0347,0.0080
282,0.0189,0.0051,0.0218,0.0081,0.0168,0.0139,0.0338,0.0359,0.0291,0.0146,0.0265,0.0146,0.0286,0.0151,0.0278,0.0075,0.0108,0.0347,0.0081
283,0.0189,0.0051,0.0218,0.0081,0.0169,0.0140,0.0338,0.0359,0.0291,0.0146,0.0265,0.0146,0.0286,0.0151,0.0278,0.0075,0.0108,0.0347,0.0081
284,0.0190,0.0051,0.0218,0.0081,0.0169,0.0140,0.0338,0.0359,0.0291,0.0146,0.0265,0.0146,0.0286,0.0151,0.0278,0.0075,0.0108,0.0347,0.0081
